id,name,adm2,adm1,lat,lon
101070206,长海,大连,辽宁省,39.27240,122.58782
101070409,抚顺县,抚顺,辽宁省,41.73009,123.89992
101071208,朝阳县,朝阳,辽宁省,41.49777,120.38986
101070104,康平,沈阳,辽宁省,42.74153,123.35270
101070106,新民,沈阳,辽宁省,41.99651,122.82887
101070101,沈阳,沈阳,辽宁省,41.67758,123.46468
101070105,法库,沈阳,辽宁省,42.50705,123.41673
101070103,辽中,沈阳,辽宁省,41.51273,122.73127
101071108,铁岭县,铁岭,辽宁省,42.22338,123.72900
101070908,阜新县,阜新,辽宁省,42.06314,121.75220
101070302,台安,鞍山,辽宁省,41.38686,122.42973
101070303,岫岩,鞍山,辽宁省,40.28151,123.28833
101070304,海城,鞍山,辽宁省,40.88255,122.68518
101070301,鞍山,鞍山,辽宁省,41.11063,122.99563
101040100,重庆,重庆,重庆市,29.56376,106.55046
101110710,宁陕,安康,陕西省,33.31218,108.31371
101110709,镇坪,安康,陕西省,31.88339,109.52644
101110906,凤翔,宝鸡,陕西省,34.52167,107.40057
101110903,千阳,宝鸡,陕西省,34.64259,107.13299
101110901,宝鸡,宝鸡,陕西省,34.36286,107.23768
101110905,岐山,宝鸡,陕西省,34.44296,107.62447
101110907,扶风,宝鸡,陕西省,34.37550,107.89142
101110908,眉县,宝鸡,陕西省,34.27214,107.75237
101110904,麟游,宝鸡,陕西省,34.67772,107.79661
101110808,佛坪,汉中,陕西省,33.52074,107.98858
101110803,勉县,汉中,陕西省,33.15562,106.68018
101110810,南郑,汉中,陕西省,33.00334,106.94239
101110806,城固,汉中,陕西省,33.15310,107.32989
101110809,宁强,汉中,陕西省,32.83081,106.25739
101110801,汉中,汉中,陕西省,33.07767,107.02862
101110805,洋县,汉中,陕西省,33.22328,107.54997
101110804,留坝,汉中,陕西省,33.61334,106.92438
101110802,略阳,汉中,陕西省,33.32964,106.15390
101110807,西乡,汉中,陕西省,32.98796,107.76586
101110811,镇巴,汉中,陕西省,32.53585,107.89531
101150501,玛沁,果洛,青海省,34.47339,100.24353
101150502,班玛,果洛,青海省,32.93159,100.73795
101150202,乐都,海东,青海省,36.48029,102.40243
101150204,互助,海东,青海省,36.83994,101.95673
101150205,化隆,海东,青海省,36.09832,102.26233
101150201,平安,海东,青海省,36.50271,102.10429
101150206,循化,海东,青海省,35.84725,102.48653
101150203,民和,海东,青海省,36.32945,102.80421
101150401,共和,海南,青海省,36.28029,100.61960
101150406,兴海,海南,青海省,35.58909,99.98696
101150408,同德,海南,青海省,35.25449,100.57947
101150402,海南,海南,青海省,36.28035,100.61955
101150407,贵南,海南,青海省,35.58709,100.74792
101150404,贵德,海南,青海省,36.04046,101.43185
101150102,大通,西宁,青海省,36.93134,101.68418
101150104,湟中,西宁,青海省,36.50042,101.56947
101150103,湟源,西宁,青海省,36.68482,101.26344
101150301,同仁,黄南,青海省,35.51634,102.01760
101150302,尖扎,黄南,青海省,35.93821,102.03195
101150304,河南,黄南,青海省,34.73452,101.61188
101150303,泽库,黄南,青海省,35.03684,101.46935
101320103,新界,香港,香港,22.38100,114.18800
101320101,香港,香港,香港,22.30700,114.17700
2BBD1,九龍城,九龍,香港特別行政區,22.32500,114.18700
14606,油尖旺,九龍,香港特別行政區,22.30900,114.17100
28FE1,深水埗,九龍,香港特別行政區,22.33400,114.15400
8A9CA,觀塘,九龍,香港特別行政區,22.31800,114.21500
D5EC3,黃大仙,九龍,香港特別行政區,22.34000,114.19500
39CD9,元朗,新界,香港特別行政區,22.44300,114.02700
8E1C5,北區,新界,香港特別行政區,22.50000,114.13300
275A5,大埔,新界,香港特別行政區,22.45200,114.16600
1DC87,屯門,新界,香港特別行政區,22.39900,113.97500
55E7E,沙田,新界,香港特別行政區,22.37700,114.18000
DD9B5,荃灣,新界,香港特別行政區,22.37100,114.11400
2BC09,葵青,新界,香港特別行政區,22.35900,114.12900
4622E,西貢,新界,香港特別行政區,22.31000,114.25800
9173,離島,新界,香港特別行政區,22.27900,113.94300
1D255,中西區,香港,香港特別行政區,22.28600,114.14600
E87DC,南區,香港,香港特別行政區,22.25000,114.16700
1B6D3,東區,香港,香港特別行政區,22.28300,114.21700
407DA,灣仔,香港,香港特別行政區,22.27700,114.17900
101050112,五常,哈尔滨,黑龙江省,44.91942,127.15759
101050106,依兰,哈尔滨,黑龙江省,46.31511,129.56560
101050102,双城,哈尔滨,黑龙江省,45.37794,126.30878
101050103,呼兰,哈尔滨,黑龙江省,45.88956,126.58770
101050101,哈尔滨,哈尔滨,黑龙江省,45.80298,126.53505
101050105,宾县,哈尔滨,黑龙江省,45.75937,127.48594
101050111,尚志,哈尔滨,黑龙江省,45.21495,127.96854
101050107,巴彦,哈尔滨,黑龙江省,46.08189,127.40360
101050110,延寿,哈尔滨,黑龙江省,45.45565,128.33188
101050109,方正,哈尔滨,黑龙江省,45.83954,128.83614
101050113,木兰,哈尔滨,黑龙江省,45.94983,128.04268
101050108,通河,哈尔滨,黑龙江省,45.97762,128.74779
101050104,阿城,哈尔滨,黑龙江省,45.53837,126.97273
101050206,依安,齐齐哈尔,黑龙江省,47.89010,125.30756
101050205,富裕,齐齐哈尔,黑龙江省,47.79717,124.46911
101050207,拜泉,齐齐哈尔,黑龙江省,47.60737,126.09191
101050204,甘南,齐齐哈尔,黑龙江省,47.91784,123.50604
101050202,讷河,齐齐哈尔,黑龙江省,48.48113,124.88217
101050201,齐齐哈尔,齐齐哈尔,黑龙江省,47.34208,123.95792
101050203,龙江,齐齐哈尔,黑龙江省,47.33639,123.18723
